Ticker,Sector,Rows,Valid_Forward_Rows,Valid_Backward_Rows,Valid_Analysis_Rows,Total_Return,Mean_Weekly_Return,Weekly_Volatility,Max_Drawdown,Positive_Week_Rate,Target_Hit_5d_Rate,Target_Before_Stop_5d_Rate,Median_Max_Forward_Return_5d,Median_Min_Forward_Drawdown_5d
WAL,Financial,323,319,273,269,-0.042340193867605014,0.0007157081164031456,0.05652620232537753,-0.35106382978723405,0.5522388059701493,0.7586206896551724,0.4827586206896552,0.03455076355865039,-0.030712069111533347
NTES,Technology,323,319,273,269,0.34685499169381884,0.005177572382635178,0.041193591766943836,-0.31429644378466237,0.4925373134328358,0.6959247648902821,0.47962382445141066,0.02705957717647256,-0.024213089783854724
ALNY,Healthcare,323,319,273,269,0.3254858750715195,0.005730861537499726,0.057303990926028336,-0.3757175951711129,0.5223880597014925,0.7899686520376176,0.47648902821316613,0.03533558072306575,-0.02778309573637816
FAF,Financial,323,319,273,269,0.06640815399715438,0.0017261241524245171,0.03912468531033652,-0.19238805059176778,0.5074626865671642,0.6865203761755486,0.4702194357366771,0.023783245890909077,-0.023724174535388554
DOV,Industrial,323,319,273,269,0.18007976753114785,0.0029362189823041785,0.036315816406055426,-0.26783895387222734,0.47761194029850745,0.6426332288401254,0.4702194357366771,0.021779756532187777,-0.02065893591324719
SF,Financial,323,319,273,269,0.16347873645064515,0.002903436597336881,0.0427872571855714,-0.349574860756254,0.582089552238806,0.670846394984326,0.4670846394984326,0.026236221975893148,-0.02540647460775003
NSA,Financial,323,319,273,269,0.15721917148450681,0.002997943763005148,0.04895975169155816,-0.3046223647249482,0.5223880597014925,0.6677115987460815,0.4670846394984326,0.023639378370037933,-0.02314813462593779
AGCO,Industrial,323,319,273,269,0.2988719926097392,0.005122935204273957,0.05303411944628526,-0.28981165142742393,0.5223880597014925,0.7398119122257053,0.4670846394984326,0.03272242291591643,-0.028654051691754057
EXR,Real Estate,323,319,273,269,-0.016442200325949008,0.00010374055293070679,0.03680255365684694,-0.21496774821029951,0.47761194029850745,0.6426332288401254,0.4670846394984326,0.021768101756680425,-0.01783671478723059
BWXT,Industrial,323,319,273,269,1.11499813131852,0.012398657625384224,0.05439952267450603,-0.3053090985543587,0.6268656716417911,0.799373040752351,0.46394984326018807,0.040358277609047866,-0.030648001199562458
WERN,Industrial,323,319,273,269,-0.08302834364185607,-0.000638203569590401,0.048521779090863665,-0.39445461952061334,0.47761194029850745,0.7492163009404389,0.46394984326018807,0.03388914231283091,-0.03134112950486867
PWR,Industrial,323,319,273,269,0.9077020756982963,0.010299504473183283,0.04793001765336067,-0.33885426494726745,0.582089552238806,0.8150470219435737,0.46394984326018807,0.03780319803591947,-0.02934908529838376
PNW,Industrial,323,319,273,269,0.23401736363735082,0.0033820437290611413,0.021578516308514557,-0.10017811514221753,0.582089552238806,0.5705329153605015,0.45768025078369906,0.017356743558606613,-0.015873008958461776
LPLA,Financial,323,319,273,269,-0.0322865742008861,0.0006420475627754677,0.05197408823316849,-0.28809526868930135,0.5522388059701493,0.7366771159874608,0.45454545454545453,0.030836293938035997,-0.03109456690295076
AVB,Real Estate,323,319,273,269,-0.1989220365671065,-0.0030194826841744263,0.02910833537508903,-0.2949403881638415,0.5074626865671642,0.5454545454545454,0.45454545454545453,0.015899819890196287,-0.016518556944242313
GGG,Industrial,323,319,273,269,0.038677950483942514,0.0008412870656280799,0.027519754153944313,-0.15444373007840395,0.5970149253731343,0.567398119122257,0.45141065830721006,0.018026465059418184,-0.017268126194563083
TRIN,Financial,323,319,273,269,0.10677621192850117,0.0018942707923886113,0.0308237315416709,-0.18297100426861412,0.5223880597014925,0.567398119122257,0.4482758620689655,0.01839682838756307,-0.01862072122508085
SBAC,Technology,323,319,273,269,0.11347308475922535,0.0024354661820922773,0.04477469569669158,-0.32148727182499015,0.43283582089552236,0.6081504702194357,0.4482758620689655,0.021509244367219127,-0.022719482846397576
MAA,Real Estate,323,319,273,269,-0.16088409905492995,-0.0025178045835988483,0.026350543858010313,-0.29458225493515866,0.5223880597014925,0.5454545454545454,0.445141065830721,0.016524369249349746,-0.018957659655416625
TXRH,Consumer,323,319,273,269,-0.08896244695739153,-0.0008179084562838522,0.03818378489908155,-0.20800799261163028,0.47761194029850745,0.6394984326018809,0.445141065830721,0.022665176177756097,-0.02544837576358372
ITW,Industrial,323,319,273,269,0.08890937525440967,0.0016138543089917864,0.03119648422722157,-0.2042771971726991,0.5223880597014925,0.5360501567398119,0.445141065830721,0.016988720007420133,-0.017232467518238814
BR,Financial,323,319,273,269,-0.2817528684310032,-0.0044265082438076815,0.03633911329432724,-0.4337742634686006,0.4925373134328358,0.5611285266457681,0.44200626959247646,0.017689475452256742,-0.021162308227822724
LAZ,Financial,323,319,273,269,-0.03350415267449436,0.0015369798344604176,0.05747658348970262,-0.3951846699447925,0.5522388059701493,0.7711598746081505,0.43573667711598746,0.04169973091083401,-0.03393366664506814
CALM,Consumer,323,319,273,269,-0.2748272227031371,-0.0040367658430494465,0.04518568136904241,-0.3920778766773335,0.47761194029850745,0.7335423197492164,0.42946708463949845,0.0339416182373351,-0.032875271252803984
SMG,Consumer,323,319,273,269,0.005022094592186166,0.0011077865347301095,0.05035103261318572,-0.3795366669501097,0.5223880597014925,0.7335423197492164,0.4231974921630094,0.03197028336606911,-0.03475024645706981
SLG,Real Estate,323,319,273,269,-0.36706638611142184,-0.005352143662670661,0.053023982208366016,-0.48332841108312974,0.4925373134328358,0.7115987460815048,0.4200626959247649,0.028011765359098106,-0.038867789902556016
ROP,Technology,323,319,273,269,-0.2945755698992686,-0.004668113923545832,0.03315342933054326,-0.4686347483596178,0.5223880597014925,0.5047021943573667,0.4200626959247649,0.015056801903302386,-0.018420740273032643
PAYC,Technology,323,319,273,269,-0.3697616477068253,-0.005653703751796487,0.05302705645502471,-0.5725038576236808,0.44776119402985076,0.6802507836990596,0.41379310344827586,0.02502765845618793,-0.03316416657342458
RPM,Industrial,323,319,273,269,-0.07923867523364625,-0.0007149823510656276,0.03814753175571298,-0.27340031851875457,0.417910447761194,0.5830721003134797,0.40752351097178685,0.019368554411577588,-0.022580675663825156
IT,Technology,323,319,273,269,-0.6800744899182118,-0.01474413877966135,0.06278224051807829,-0.7379189614117755,0.47761194029850745,0.6175548589341693,0.4012539184952978,0.01950215447791992,-0.033867723239447645
FVRR,Consumer,323,319,273,269,-0.6594881543175966,-0.013840325143242422,0.06823522839244385,-0.7166085767113608,0.417910447761194,0.7554858934169278,0.3981191222570533,0.0361625558153158,-0.0437835401085257
